batch_size,num_tasks,execution_time,best_A,best_f,best_J
1,1681,268.9542052745819,2.0,1.5,0.002395696795284587
10,169,25.590325593948364,2.0,1.5,0.002395696795284587
50,34,5.396996021270752,2.0,1.5,0.002395696795284587
100,17,2.3709583282470703,2.0,1.5,0.002395696795284587
200,9,1.281510829925537,2.0,1.5,0.002395696795284587
500,4,0.614797830581665,2.0,1.5,0.002395696795284587
